Title,Price,Area,BHK,Bathrooms,Furnished,Floor,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Locality,Society,price_2022,price_2020,price_2018,price_2016,price_2014,price_2012,price_2010,price_2008,price_2006,price_2004,price_2002,price_2000,price_1998,price_1996,price_1994
"1BHK Multistorey Apartment for Rent in Raheja Reflection at Thakur Village, Kandivali East",34000.0,610.0,1.0,2.0,Unfurnished,4.0,North,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Raheja Reflection,30839.002267573695,27971.884142923984,25371.32348564533,23012.538308975356,20873.05062038581,18932.472218037015,17172.31040184763,15575.7917477076,14127.702265494421,,,,,,
2BHK Multistorey Apartment for Rent in Lodha Gardenia at Wadala East,110000.0,955.0,2.0,2.0,Furnished,7.0,North,"Garden/Park, Pool",Rent,Apartment,Mumbai,2012.0,Wadala,Lodha Gardenia,99773.24263038549,90497.272227107,82083.69363002901,74452.32982315557,67530.4578894835,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Shivaji Park,75000.0,1000.0,2.0,2.0,Semi-Furnished,3.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,37880.096474663886,34358.364149355,31164.049115061225,,,,,,
1BHK Multistorey Apartment for Rent in Atul Blue Fortuna at Andheri East,42000.0,705.0,1.0,2.0,Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Atul Blue Fortuna,38095.23809523809,34553.503941259034,31341.046658738353,28427.253205204852,25784.356648711884,23387.171563457487,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",48000.0,1100.0,2.0,2.0,Unfurnished,25.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2004.0,Thakur,Epsilon,43537.41496598639,39489.71879001033,35818.339038558115,32488.289377376976,29467.836169956438,26728.196072522842,24243.26174378489,21989.353055587202,19944.991433639185,,,,,,
1BHK Multistorey Apartment for Rent in Colaba,60000.0,650.0,1.0,1.0,Furnished,1.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2008.0,Colaba,Colaba,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,,,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,48000.0,550.0,1.0,1.0,Unfurnished,3.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,43537.41496598639,39489.71879001033,35818.339038558115,32488.289377376976,29467.836169956438,26728.196072522842,24243.26174378489,21989.353055587202,19944.991433639185,,,,,,
2BHK Multistorey Apartment for Rent in Prabhadevi,66000.0,950.0,2.0,1.0,Furnished,3.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Prabhadevi,Prabhadevi,59863.94557823129,54298.3633362642,49250.21617801741,44671.39789389334,40518.2747336901,36751.26959971891,33334.48489770422,30235.360451432403,27424.363221253876,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,25000.0,535.0,1.0,1.0,Unfurnished,10.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,22675.736961451246,20567.561869797046,18655.384915915685,16920.984050717176,15347.83133851898,13920.93545443898,,,,,,,,,
1BHK Multistorey Apartment for Rent in Matunga West,50000.0,550.0,1.0,1.0,Unfurnished,11.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Matunga West,Matunga West,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,,,,,,
1BHK Multistorey Apartment for Rent in Prabhadevi,65000.0,600.0,1.0,1.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2009.0,Prabhadevi,Prabhadevi,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,,,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,38000.0,425.0,1.0,1.0,Semi-Furnished,2.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,34467.120181405895,31262.69404209151,28356.18507219184,25719.895757090104,23328.70363454885,21159.82189074725,19192.582213829704,17408.2378356732,15789.784884964354,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,28000.0,764.0,2.0,2.0,Furnished,17.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,,,,,,,,,
2BHK Multistorey Apartment for Rent in Matunga West,62000.0,750.0,2.0,2.0,Semi-Furnished,1.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Matunga West,Matunga West,56235.82766439909,51007.55343709667,46265.3545914709,41964.04044577859,38062.621719527066,34523.919927008676,31314.21308572215,28402.914363466803,25762.280601783947,,,,,,
2BHK Multistorey Apartment for Rent in Matunga West,75000.0,1000.0,2.0,2.0,Semi-Furnished,2.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Matunga West,Matunga West,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,37880.096474663886,34358.364149355,31164.049115061225,,,,,,
1BHK Multistorey Apartment for Rent in Worli,70000.0,650.0,1.0,2.0,Furnished,1.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Worli,Worli,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,42973.92774785314,38978.61927242915,35354.7567096863,32067.806539398003,29086.44584072381,,,,,,
2BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,35000.0,764.0,2.0,2.0,Furnished,16.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,85000.0,650.0,1.0,1.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,,,,,,
2BHK Multistorey Apartment for Rent in Himalaya Heights at Bhakti Park,60000.0,955.0,2.0,2.0,Unfurnished,10.0,West,Main Road,Rent,Apartment,Mumbai,2012.0,Bhakti,Himalaya Heights,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Dadar West,45000.0,650.0,1.0,1.0,Semi-Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,22728.057884798334,20615.018489613,18698.429469036735,,,,,,
1BHK Multistorey Apartment for Rent in Worli,65000.0,650.0,1.0,1.0,Semi-Furnished,7.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Worli,Worli,58956.91609977324,53475.660861472315,48504.00078138078,43994.558531864655,39904.361480149346,36194.43218154135,32829.416944708704,29777.248929441,27008.842566386393,,,,,,
1BHK Multistorey Apartment for Rent in Paschim Apartments at Prabhadevi,70000.0,750.0,1.0,2.0,Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Prabhadevi,Paschim Apartments,63492.06349206349,57589.17323543173,52235.07776456392,47378.75534200809,42973.92774785314,38978.61927242915,35354.7567096863,32067.806539398003,29086.44584072381,,,,,,
1BHK Multistorey Apartment for Rent in Shivaji Park,48000.0,650.0,1.0,1.0,Semi-Furnished,3.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,43537.41496598639,39489.71879001033,35818.339038558115,32488.289377376976,29467.836169956438,26728.196072522842,24243.26174378489,21989.353055587202,19944.991433639185,,,,,,
2BHK Multistorey Apartment for Rent in Dadar West,55000.0,850.0,2.0,2.0,Furnished,3.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,30626.05799976576,27778.73741475352,25196.133709527003,22853.636017711564,,,,,,
2BHK Multistorey Apartment for Rent in Lodha New Cuffe Parade at Bhakti Park,85000.0,983.0,2.0,2.0,Unfurnished,13.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2012.0,Bhakti,Lodha New Cuffe Parade,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Shivaji Park,80000.0,1000.0,2.0,2.0,Semi-Furnished,1.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,72562.358276644,65816.19798335055,59697.231730930194,54147.14896229496,49113.06028326073,44546.99345420474,40405.43623964148,36648.921759312005,33241.65238939864,,,,,,
1BHK Multistorey Apartment for Rent in Dadar West,60000.0,650.0,1.0,2.0,Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,,,,,,
1BHK Multistorey Apartment for Rent in Sugee Sadan at Dadar West,50000.0,756.0,1.0,1.0,Unfurnished,17.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2005.0,Dadar,Sugee Sadan,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,25253.397649775925,22905.57609957,20776.03274337415,,,,,,
3BHK Multistorey Apartment for Rent in Matunga West,120000.0,1200.0,3.0,3.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Matunga West,Matunga West,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,73669.5904248911,66820.4901813071,60608.15435946222,54973.382638968,49862.47858409796,,,,,,
1BHK Multistorey Apartment for Rent in Matunga West,37000.0,500.0,1.0,1.0,Unfurnished,2.0,North - West,Main Road,Rent,Apartment,Mumbai,2010.0,Matunga West,Matunga West,33560.09070294785,30439.99156729963,27609.969675555214,25043.05639506142,22714.79038100809,20602.984472569693,,,,,,,,,
2BHK Multistorey Apartment for Rent in Shivaji Park,60000.0,850.0,2.0,2.0,Semi-Furnished,2.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Shivaji Park,Shivaji Park,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,,,,,,
1BHK Multistorey Apartment for Rent in Dadar West,45000.0,550.0,1.0,1.0,Furnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Dadar West,Dadar West,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,22728.057884798334,20615.018489613,18698.429469036735,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,16900.0,450.0,1.0,1.0,Unfurnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,15328.798185941043,13903.671823982802,12611.040203159004,11438.58521828481,10375.133984838829,9410.552367200751,,,,,,,,,
"1BHK Multistorey Apartment for Rent in Raheja Reflection at Thakur Village, Kandivali East",32000.0,615.0,1.0,2.0,Semi-Furnished,5.0,North,Garden/Park,Rent,Apartment,Mumbai,2004.0,Thakur,Raheja Reflection,29024.943310657596,26326.47919334022,23878.892692372076,21658.859584917984,19645.22411330429,17818.797381681896,16162.174495856592,14659.5687037248,13296.660955759457,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,24000.0,535.0,1.0,1.0,Unfurnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,21768.707482993195,19744.859395005165,17909.169519279058,16244.144688688488,14733.918084978219,13364.098036261421,,,,,,,,,
1BHK Multistorey Apartment for Rent in Royal Palms at Goregaon East,18000.0,535.0,1.0,1.0,Semi-Furnished,10.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Goregaon,Royal Palms,16326.530612244898,14808.644546253872,13431.877139459293,12183.108516516366,11050.438563733665,10023.073527196066,,,,,,,,,
1BHK Multistorey Apartment for Rent in Lok Darshan at Andheri East,31000.0,680.0,1.0,2.0,Unfurnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Lok Darshan,28117.913832199545,25503.776718548335,23132.67729573545,20982.020222889296,19031.310859763533,17261.959963504338,,,,,,,,,
1BHK Multistorey Apartment for Rent in Shree Apartments at Dadar West,26000.0,250.0,1.0,1.0,Unfurnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2005.0,Dadar,Shree Apartments,23582.766439909297,21390.264344588926,19401.600312552313,17597.82341274586,15961.744592059738,14477.77287261654,13131.766777883482,11910.899571776401,10803.537026554557,,,,,,
1BHK Multistorey Apartment for Rent in Emgee Greens at Wadala,39000.0,650.0,1.0,2.0,Semi-Furnished,4.0,East,Main Road,Rent,Apartment,Mumbai,2010.0,Wadala,Emgee Greens,35374.14965986394,32085.396516883393,29102.40046882847,26396.73511911879,23942.616888089608,21716.65930892481,,,,,,,,,
2BHK Multistorey Apartment for Rent in Salasar Woods at Vinay Nagar,26500.0,990.0,2.0,2.0,Unfurnished,11.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Vinay,Salasar Woods,24036.28117913832,21801.61558198487,19774.708010870625,17936.243093760204,16268.701218830118,14756.19158170532,13384.30075438124,12139.9553327721,,,,,,,
2BHK Multistorey Apartment for Rent in VASANT SMRUTI at Asha Nagar Kandivali,39500.0,860.0,2.0,2.0,Semi-Furnished,4.0,North,Garden/Park,Rent,Apartment,Mumbai,2007.0,Asha,VASANT SMRUTI,35827.664399092966,32496.74775427933,29475.50816714678,26735.154800133136,24249.573514859985,21995.078018013588,19950.184143322982,18095.405118660303,,,,,,,
2BHK Multistorey Apartment for Rent in Empire Solitaire at Agripada,75000.0,1000.0,2.0,3.0,Semi-Furnished,10.0,West,Garden/Park,Rent,Apartment,Mumbai,2000.0,Agripada,Empire Solitaire,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,41762.806363316944,37880.096474663886,34358.364149355,31164.049115061225,28266.711215475032,25638.74033149662,,,,
2BHK Multistorey Apartment for Rent in Wadhwa Landmark Prabhadevi at Prabhadevi,95000.0,800.0,2.0,2.0,Furnished,6.0,East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,2009.0,Prabhadevi,Wadhwa Landmark Prabhadevi,86167.80045351473,78156.73510522877,70890.4626804796,64299.73939272526,58321.75908637212,52899.554726868126,47981.455534574256,,,,,,,,
1BHK Multistorey Apartment for Rent in Vasant Marvel at Borivali East,29500.0,585.0,1.0,1.0,Semi-Furnished,4.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2007.0,Borivali,Vasant Marvel,26757.36961451247,24269.723006360513,22013.354200780508,19966.761179846264,18110.440979452396,16426.703836237997,14899.504613367797,13514.289898746301,,,,,,,
2BHK Multistorey Apartment for Rent in Kanakia Sanskruti at Thakur Complex,35500.0,780.0,2.0,2.0,Unfurnished,4.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Thakur,Kanakia Sanskruti,32199.54648526077,29205.937855111806,26490.646580600274,24027.797352018388,21793.92050069695,19767.728345303352,17929.912331340907,16262.959030694701,,,,,,,
1BHK Multistorey Apartment for Rent in Ekta Meadows at Magathane,28000.0,625.0,1.0,1.0,Semi-Furnished,6.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2009.0,Magathane,Ekta Meadows,25396.825396825396,23035.66929417269,20894.03110582557,18951.502136803236,17189.571099141256,15591.447708971658,14141.902683874518,,,,,,,,
3BHK Multistorey Apartment for Rent in DLH The Park Residences at Andheri West,150000.0,1650.0,3.0,3.0,Semi-Furnished,10.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1997.0,Andheri,DLH The Park Residences,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,83525.61272663389,75760.19294932777,68716.72829871,62328.09823012245,56533.422430950064,51277.48066299324,46510.1865423975,42186.11024253741,,
2BHK Multistorey Apartment for Rent in Kanakia Zen World at Kanjurmarg East,50000.0,1135.0,2.0,2.0,Unfurnished,1.0,North - East,Main Road,Rent,Apartment,Mumbai,2010.0,Kanjurmarg,Kanakia Zen World,45351.47392290249,41135.12373959409,37310.76983183137,33841.96810143435,30695.66267703796,27841.87090887796,,,,,,,,,
3BHK Multistorey Apartment for Rent in Juhu Acropolis at Juhu,170000.0,1600.0,3.0,3.0,Unfurnished,5.0,North - East,Garden/Park,Rent,Apartment,Mumbai,2017.0,Juhu,Juhu Acropolis,154195.01133786846,139859.42071461992,126856.61742822666,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Hiranandani Gardens Cypress at Hiranandani Gardens,45000.0,600.0,1.0,2.0,Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2007.0,Hiranandani,Hiranandani Gardens Cypress,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,22728.057884798334,20615.018489613,,,,,,,
3BHK Multistorey Apartment for Rent in Ashok Garden at Parel,130000.0,1850.0,3.0,4.0,Semi-Furnished,19.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2013.0,Parel,Ashok Garden,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,79808.72296029869,,,,,,,,,,
3BHK Multistorey Apartment for Rent in DLH The Park Residences at Andheri West,130000.0,1700.0,3.0,3.0,Unfurnished,20.0,North - West,Garden/Park,Rent,Apartment,Mumbai,2017.0,Andheri,DLH The Park Residences,117913.83219954648,106951.32172294463,97008.00156276156,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Starwing Kaatyayni Heights at Andheri East,42000.0,650.0,1.0,2.0,Unfurnished,10.0,East,Main Road,Rent,Apartment,Mumbai,2017.0,Andheri,Starwing Kaatyayni Heights,38095.23809523809,34553.503941259034,31341.046658738353,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Milind Mahalaxmi Tower at Amboli,50000.0,1000.0,2.0,2.0,Unfurnished,10.0,East,Garden/Park,Rent,Apartment,Mumbai,2017.0,Amboli,Milind Mahalaxmi Tower,45351.47392290249,41135.12373959409,37310.76983183137,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Vasant Oasis at Andheri East,58000.0,1292.0,2.0,2.0,Unfurnished,8.0,East,Garden/Park,Rent,Apartment,Mumbai,2010.0,Andheri,Vasant Oasis,52607.70975056689,47716.74353792915,43280.49300492439,39256.68299766385,35606.96870536403,32296.570254298436,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Alpine Shapoorji Pallonji at Thakur Village, Kandivali East",60000.0,1290.0,2.0,2.0,Semi-Furnished,25.0,East,Garden/Park,Rent,Apartment,Mumbai,2008.0,Thakur,Alpine Shapoorji Pallonji,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,,,,,,,,
2BHK Multistorey Apartment for Rent in Gabadia Heights at Kandivali West,40000.0,1050.0,2.0,2.0,Unfurnished,12.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Kandivali,Gabadia Heights,36281.179138322,32908.09899167527,29848.615865465097,27073.57448114748,24556.530141630366,22273.49672710237,,,,,,,,,
1BHK Multistorey Apartment for Rent in Borivali West,27000.0,650.0,1.0,2.0,Semi-Furnished,6.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Borivali West,Borivali West,24489.795918367345,22212.96681938081,20147.81570918894,18274.662774774548,16575.657845600497,15034.610290794099,,,,,,,,,
2BHK Multistorey Apartment for Rent in Borivali West,42000.0,1000.0,2.0,2.0,Semi-Furnished,6.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2010.0,Borivali West,Borivali West,38095.23809523809,34553.503941259034,31341.046658738353,28427.253205204852,25784.356648711884,23387.171563457487,,,,,,,,,
